MacroPlot Name,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
PIPO 19,6/16/2006 12:00:00 AM,19,1,1,L,,X,2,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 19,5/15/2007 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 19,5/15/2007 12:00:00 AM,1,1,1,L,,,4,0.3,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,2,1,1,L,,,22,0.6,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,3,1,1,L,,,46,0.6,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,4,1,1,L,,,10,1,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,5,1,1,L,,,3,1,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,6,1,1,L,,,2,2,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,7,1,1,L,,,3,2,1,From FMH TREESEED 1058,Resprout Live,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,8,1,1,D,,X,1,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 19,5/15/2007 12:00:00 AM,9,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIED,,
PIPO 19,5/15/2007 12:00:00 AM,10,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 19,5/15/2007 12:00:00 AM,11,1,1,L,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 19,5/15/2007 12:00:00 AM,12,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 19,5/15/2007 12:00:00 AM,13,1,1,D,,X,2,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 19,5/15/2007 12:00:00 AM,14,1,1,L,,X,3,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 19,5/15/2007 12:00:00 AM,15,1,1,D,,X,2,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 19,5/30/2008 9:45:51 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 19,5/30/2008 9:45:51 AM,-2147483648,1,1,D,,,2,1,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483647,1,1,D,,,5,2,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483646,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483645,1,1,L,,,2,1,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483644,1,1,L,,,3,2,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483643,1,1,D,,,1,2,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483642,1,1,D,,,2,0.3,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483641,1,1,L,,,41,0.15,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483640,1,1,L,,,135,0.3,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483639,1,1,L,,,7,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483638,1,1,D,,,1,1,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483637,1,1,D,,,3,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/30/2008 9:45:51 AM,-2147483635,1,1,D,,,1,2,1,,,,,,,,,,,,,,,,PIED,,
PIPO 19,6/3/2009 12:51:38 PM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 19,6/3/2009 12:51:38 PM,-2147483648,1,1,L,,,33,0.15,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483647,1,1,L,,,60,0.3,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483646,1,1,L,,,50,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483645,1,1,L,,,5,1,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483644,1,1,D,,,9,2,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483643,1,1,D,,,6,1,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483642,1,1,D,,,15,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483641,1,1,D,,,3,0.3,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483640,1,1,D,,,1,0.15,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483639,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483638,1,1,D,,,5,1,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483637,1,1,D,,,2,2,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483636,1,1,D,,,2,2,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483635,1,1,D,,,1,1,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483634,1,1,D,,,1,0.6,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483633,1,1,D,,,1,0.3,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483632,1,1,L,,,1,2,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/3/2009 12:51:38 PM,-2147483631,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/1/2012 11:52:04 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 19,6/1/2012 11:52:04 AM,-2147483648,1,1,L,,,201,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483647,1,1,L,,,36,1,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483646,1,1,L,,,8,2,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483645,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483644,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483643,1,1,L,,,2,2,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,6/1/2012 11:52:04 AM,-2147483642,1,1,L,,,1,0.6,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 19,5/18/2017 10:12:53 AM,,,,,,,,,,,,,,1,1,10,25,250,Talbert; Ali,TALBERT,,,,,,True,
PIPO 19,5/18/2017 10:12:53 AM,-2147483648,1,1,L,,,138,0.6,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483647,1,1,L,,,22,1,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483646,1,1,L,,,9,2,1,,,,,,,,,,,,,,,,QUGA,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483645,1,1,L,,,4,0.6,1,,,,,,,,,,,,,,,,PIED,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483644,1,1,L,,,4,0.6,1,,,,,,,,,,,,,,,,PIPO,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483643,1,1,L,,,2,1,1,,,,,,,,,,,,,,,,ABCO,,
PIPO 19,5/18/2017 10:12:53 AM,-2147483642,1,1,L,,,1,1,1,,,,,,,,,,,,,,,,JUOS,,
PIPO 20,8/7/1997 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,8/7/1997 12:00:00 AM,1,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,2,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,3,1,1,L,,X,3,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,4,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,5,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,6,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,7,1,1,L,,X,3,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,8,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,9,1,1,L,,X,4,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,10,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,11,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,12,1,1,L,,X,5,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,13,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,14,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,15,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,16,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,17,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,18,1,1,L,,X,2,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,19,1,1,L,,X,3,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,20,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,21,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,22,1,1,L,,X,2,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,23,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,24,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,25,1,1,L,,X,2,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,26,1,1,L,,X,7,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,27,1,1,L,,X,5,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,28,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,29,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,30,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,31,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,32,1,1,L,,X,4,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,33,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,34,1,1,L,,X,5,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,35,1,1,L,,X,2,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,36,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,37,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,38,1,1,L,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,39,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,40,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,8/7/1997 12:00:00 AM,41,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIED,,
PIPO 20,8/7/1997 12:00:00 AM,42,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,43,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,44,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,45,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,46,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,47,1,1,L,,X,1,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,8/7/1997 12:00:00 AM,48,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,8/7/1997 12:00:00 AM,49,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,11/25/1997 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,11/25/1997 12:00:00 AM,1,1,1,L,,X,2,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,2,1,1,D,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,3,1,1,L,,X,8,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,4,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,5,1,1,L,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,6,1,1,L,,X,15,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,7,1,1,L,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,8,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/25/1997 12:00:00 AM,9,1,1,L,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIED,,
PIPO 20,11/25/1997 12:00:00 AM,10,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,11/25/1997 12:00:00 AM,11,1,1,L,,X,2,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,11/25/1997 12:00:00 AM,12,1,1,L,,X,3,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,11/25/1997 12:00:00 AM,13,1,1,D,,X,1,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,11/25/1997 12:00:00 AM,14,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,7/10/1998 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,7/10/1998 12:00:00 AM,1,1,1,L,,X,8,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,2,1,1,L,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,3,1,1,L,,X,2,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,4,1,1,D,,X,4,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,5,1,1,D,,X,4,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,6,1,1,D,,X,3,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,7,1,1,D,,X,1,3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,7/10/1998 12:00:00 AM,8,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,7/10/1998 12:00:00 AM,9,1,1,D,,X,2,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,7/10/1998 12:00:00 AM,10,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,6/16/1999 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,6/16/1999 12:00:00 AM,1,1,1,L,,X,13,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,2,1,1,D,,X,1,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,3,1,1,L,,X,12,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,4,1,1,L,,X,13,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,5,1,1,D,,X,3,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,6,1,1,L,,X,3,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,6/16/1999 12:00:00 AM,7,1,1,D,,X,2,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,6/16/1999 12:00:00 AM,8,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,6/16/1999 12:00:00 AM,9,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,5/1/2002 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,5/1/2002 12:00:00 AM,1,1,1,L,,X,7,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/1/2002 12:00:00 AM,2,1,1,L,,X,21,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/1/2002 12:00:00 AM,3,1,1,L,,X,11,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/1/2002 12:00:00 AM,4,1,1,L,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/1/2002 12:00:00 AM,5,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/1/2002 12:00:00 AM,6,1,1,D,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,5/1/2002 12:00:00 AM,7,1,1,D,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,5/1/2002 12:00:00 AM,8,1,1,D,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,5/1/2002 12:00:00 AM,9,1,1,L,,X,1,2,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,JUOS,,
PIPO 20,11/16/2002 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,11/16/2002 12:00:00 AM,1,1,1,D,,X,5,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/16/2002 12:00:00 AM,2,1,1,L,,X,3,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/16/2002 12:00:00 AM,3,1,1,D,,X,20,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/16/2002 12:00:00 AM,4,1,1,L,,X,9,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/16/2002 12:00:00 AM,5,1,1,D,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,11/16/2002 12:00:00 AM,6,1,1,D,,X,3,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,11/16/2002 12:00:00 AM,7,1,1,D,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,11/16/2002 12:00:00 AM,8,1,1,D,,X,1,10,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,5/22/2003 12:00:00 AM,,,,,,,,,,,,,,1,1,10,25,250,,,,,,,,True,
PIPO 20,5/22/2003 12:00:00 AM,1,1,1,D,,X,3,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,2,1,1,L,,X,13,0.15,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,3,1,1,L,,X,3,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,4,1,1,D,,X,10,0.3,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,5,1,1,L,,X,3,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,6,1,1,D,,X,7,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,7,1,1,D,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,8,1,1,L,,X,1,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,QUGA,,
PIPO 20,5/22/2003 12:00:00 AM,9,1,1,D,,X,1,0.6,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
PIPO 20,5/22/2003 12:00:00 AM,10,1,1,D,,X,2,1,1,From FMH TREESEED 1058,,, seed_ALL,,,,,,,,,,,,PIPO,,
