MacroPlot Name,Date,Index,Status,SizeCl,AgeCl,Cover,Height,Comment,UV1,UV2,UV3,MinCovLevel,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
PIPO 20,5/11/2016 10:33:56 AM,-2147483640,L,,,,,,,,,,,,,,,,,MARE,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483639,L,,,,,,,,,,,,,,,,,ARFE,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483638,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483637,L,,,,,Q;  FLESHY LVS,,,,,,,,,,,,SARH,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483636,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483635,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483634,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483633,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483632,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483631,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483630,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483629,L,,,,,,,,,,,,,,,,,GAXX,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483628,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483627,L,,,,,,,,,,,,,,,,,CAXX,,
PIPO 20,5/11/2016 10:33:56 AM,-2147483626,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 20,6/8/2021 1:15:04 PM,,,,,,,,,,,,,Lalor; Fingado,Lakin,,,,,,True,
PIPO 20,6/8/2021 1:15:04 PM,1,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 20,6/8/2021 1:15:04 PM,2,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 20,6/8/2021 1:15:04 PM,3,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 20,6/8/2021 1:15:04 PM,4,L,,,,,,,,,,,,,,,,,CHXX,,
PIPO 20,6/8/2021 1:15:04 PM,5,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 20,6/8/2021 1:15:04 PM,6,L,,,,,,,,,,,,,,,,,CRXX,,
PIPO 20,6/8/2021 1:15:04 PM,7,L,,,,,,,,,,,,,,,,,LUXX,,
PIPO 20,6/8/2021 1:15:04 PM,8,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 20,6/8/2021 1:15:04 PM,9,L,,,,,,,,,,,,,,,,,PHLO,,
PIPO 20,6/8/2021 1:15:04 PM,10,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 20,6/8/2021 1:15:04 PM,11,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 20,6/8/2021 1:15:04 PM,12,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 20,6/8/2021 1:15:04 PM,13,L,,,,,,,,,,,,,,,,,MARE,,
PIPO 20,6/8/2021 1:15:04 PM,14,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 20,6/8/2021 1:15:04 PM,15,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 20,6/8/2021 1:15:04 PM,16,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 20,6/8/2021 1:15:04 PM,17,L,,,,,,,,,,,,,,,,,HEVI,,
PIPO 05,5/28/1992 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/28/1992 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TOEX,,
PIPO 05,5/28/1992 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOXX2,,
PIPO 05,5/31/1996 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/31/1996 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 05,5/27/1999 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/27/1999 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 05,5/27/1999 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERNA,,
PIPO 05,5/27/1999 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 05,5/27/1999 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOXX2,,
PIPO 05,5/27/1999 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIPO 05,5/27/1999 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGXX,,
PIPO 05,5/27/1999 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 05,5/27/1999 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX2,,
PIPO 05,5/10/2001 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/10/2001 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 05,5/10/2001 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DRCU,,
PIPO 05,5/10/2001 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LITE,,
PIPO 05,5/10/2001 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TOEX,,
PIPO 05,5/10/2001 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPO 05,5/10/2001 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MYCU,,
PIPO 05,5/10/2001 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX2,,
PIPO 05,5/10/2001 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 05,5/10/2001 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPO 05,5/10/2001 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERXX2,,
PIPO 05,5/7/2002 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/7/2002 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 05,5/7/2002 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PLXX,,
PIPO 05,5/7/2002 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERRA,,
PIPO 05,5/7/2002 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRTE,,
PIPO 05,5/7/2002 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TEAC,,
PIPO 05,5/7/2002 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LUXX,,
PIPO 05,5/7/2002 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX,,
PIPO 05,5/7/2002 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 05,6/2/2005 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,6/2/2005 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 05,6/2/2005 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BOGR,,
PIPO 05,6/2/2005 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPO 05,6/2/2005 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 05,6/2/2005 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARFE,,
PIPO 05,6/2/2005 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,DENU,,
PIPO 05,6/9/2010 2:48:05 PM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,6/9/2010 2:48:05 PM,-2147483648,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483647,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483646,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483645,L,,,,,,,,,,,,,,,,,ERCO,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483644,L,,,,,,,,,,,,,,,,,GADI,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483643,L,,,,,,,,,,,,,,,,,ARTR,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483642,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483641,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483640,L,,,,,,,,,,,,,,,,,LITE,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483639,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483638,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483637,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483636,L,,,,,,,,,,,,,,,,,HEVI,,
PIPO 05,6/9/2010 2:48:05 PM,-2147483635,L,,,,,,,,,,,,,,,,,LAGL,,
PIPO 05,5/12/2011 10:07:23 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 05,5/12/2011 10:07:23 AM,-2147483648,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483647,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483646,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483645,L,,,,,,,,,,,,,,,,,ERXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483644,L,,,,,,,,,,,,,,,,,BXXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483643,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483642,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483641,L,,,,,,,,,,,,,,,,,GXXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483640,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483639,L,,,,,,,,,,,,,,,,,PHAU,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483638,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483637,L,,,,,,,,,,,,,,,,,DEXX,,
PIPO 05,5/12/2011 10:07:23 AM,-2147483636,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 05,5/9/2014 9:41:45 AM,,,,,,,,,,,,,Ali; Peach,Moran,,,,,,True,
PIPO 05,5/9/2014 9:41:45 AM,-2147483648,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483647,L,,,,,,,,,,,,,,,,,ERCO,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483646,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483645,L,,,,,,,,,,,,,,,,,AXXX,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483644,L,,,,,,,,,,,,,,,,,FRAL,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483643,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483642,L,,,,,,,,,,,,,,,,,VETH,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483641,L,,,,,,,,,,,,,,,,,LUXX,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483640,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483639,L,,,,,,,,,,,,,,,,,ERRA,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483638,L,,,,,,,,,,,,,,,,,PEPU,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483637,L,,,,,,,,,,,,,,,,,KOMA,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483636,L,,,,,,,,,,,,,,,,,PHAU,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483635,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 05,5/9/2014 9:41:45 AM,-2147483634,L,,,,,,,,,,,,,,,,,PLXX,,
PIPO 05,6/3/2019 8:58:31 AM,,,,,,,,,,,,,BANWELL; BRANNFORS; KLEIN; RIOS; RONSANI,RIOS,,,,,,True,
PIPO 05,6/3/2019 8:58:31 AM,-2147483647,L,,,,,,,,,,,,,,,,,CIXX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483646,L,,,,,,,,,,,,,,,,,SOXX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483644,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483643,L,,,,,,,,,,,,,,,,,LOWR,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483642,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483641,L,,,,,,,,,,,,,,,,,ASXX-A,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483640,L,,,,,,,,,,,,,,,,,VETH,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483639,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483638,L,,,,,,,,,,,,,,,,,BOGR,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483637,L,,,,,,,,,,,,,,,,,FXXX2,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483636,L,,,,,,,,,,,,,,,,,ABCO,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483635,L,,,,,,,,,,,,,,,,,QUGA,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483634,L,,,,,,,,,,,,,,,,,DENU,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483633,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483632,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483631,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483630,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483629,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483628,L,,,,,MEDICAGO LUPULINA,,,,,,,,,,,,FXXX3,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483627,L,,,,,,,,,,,,,,,,,TRXX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483626,L,,,,,,,,,,,,,,,,,TAOF,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483625,L,,,,,,,,,,,,,,,,,ARFE,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483623,L,,,,,,,,,,,,,,,,,BXXX-A,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483622,L,,,,,,,,,,,,,,,,,GADI,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483621,L,,,,,TWO SPECIES. CHANGE TO LAMIACEAE? ,,,,,,,,,,,,MEXX,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483620,L,,,,,,,,,,,,,,,,,ERCI,,
PIPO 05,6/3/2019 8:58:31 AM,-2147483619,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 26,6/4/2001 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 26,6/4/2001 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CIXX,,
PIPO 26,6/4/2001 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,MUMO,,
PIPO 26,6/4/2001 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SPPA,,
PIPO 26,6/4/2001 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX4,,
PIPO 26,6/4/2001 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 26,6/4/2001 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CRXX,,
PIPO 26,6/4/2001 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HIFE,,
PIPO 26,6/4/2001 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEPA,,
PIPO 26,6/4/2001 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX5,,
PIPO 26,6/4/2001 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPO 26,6/4/2001 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PELI,,
PIPO 26,6/4/2001 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIPO 26,6/4/2001 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX3,,
PIPO 26,6/4/2001 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX,,
PIPO 26,6/4/2001 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIPO 26,6/4/2001 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRDU,,
PIPO 26,6/4/2001 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOUT,,
PIPO 26,6/4/2001 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPO 26,6/4/2001 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SEXX,,
PIPO 26,6/4/2001 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGXX,,
PIPO 26,6/4/2001 12:00:00 AM,21,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 26,6/4/2001 12:00:00 AM,23,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHLO,,
PIPO 26,6/4/2001 12:00:00 AM,24,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ACHY,,
PIPO 26,6/17/2005 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 26,6/17/2005 12:00:00 AM,1,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AGGL,,
PIPO 26,6/17/2005 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOFO,,
PIPO 26,6/17/2005 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LIMU,,
PIPO 26,6/17/2005 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,TRXX,,
PIPO 26,6/17/2005 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ARCA,,
PIPO 26,6/17/2005 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LILE,,
PIPO 26,6/17/2005 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,LOWR,,
PIPO 26,6/17/2005 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRXX,,
PIPO 26,6/17/2005 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRTE,,
PIPO 26,6/17/2005 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPO 26,6/17/2005 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PELI,,
PIPO 26,6/17/2005 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,CANU,,
PIPO 26,6/17/2005 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIPO 26,6/17/2005 12:00:00 AM,14,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEXX,,
PIPO 26,6/17/2005 12:00:00 AM,15,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,THMO,,
PIPO 26,6/17/2005 12:00:00 AM,16,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,SPXX,,
PIPO 26,6/17/2005 12:00:00 AM,17,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPO 26,6/17/2005 12:00:00 AM,18,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ASXX,,
PIPO 26,6/17/2005 12:00:00 AM,19,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,HIFE,,
PIPO 26,6/17/2005 12:00:00 AM,20,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHLO,,
PIPO 26,6/17/2006 12:00:00 AM,,,,,,,,,,,,,,,,,,,,True,
PIPO 26,6/17/2006 12:00:00 AM,2,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PECE,,
PIPO 26,6/17/2006 12:00:00 AM,3,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,VIAM,,
PIPO 26,6/17/2006 12:00:00 AM,4,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRGR,,
PIPO 26,6/17/2006 12:00:00 AM,5,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEPA,,
PIPO 26,6/17/2006 12:00:00 AM,6,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PEBA,,
PIPO 26,6/17/2006 12:00:00 AM,7,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,BRTE,,
PIPO 26,6/17/2006 12:00:00 AM,8,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ANPA,,
PIPO 26,6/17/2006 12:00:00 AM,9,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,AXXX,,
PIPO 26,6/17/2006 12:00:00 AM,10,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,FXXX,,
PIPO 26,6/17/2006 12:00:00 AM,11,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PAMU,,
PIPO 26,6/17/2006 12:00:00 AM,12,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,ERCO,,
PIPO 26,6/17/2006 12:00:00 AM,13,L,,,,,From FMH TRANOBS 1064,,, tranq4_ALL,,,,,,,,,PHLO,,
PIPO 26,6/8/2009 4:28:57 PM,,,,,,,,,,,,,,,,,,,,True,
PIPO 26,6/8/2009 4:28:57 PM,-2147483648,L,,,,,,,,,,,,,,,,,BRGR,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483647,L,,,,,,,,,,,,,,,,,ARCA,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483646,L,,,,,,,,,,,,,,,,,VIAM,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483645,L,,,,,,,,,,,,,,,,,ANPA,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483644,L,,,,,,,,,,,,,,,,,PECE,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483643,L,,,,,,,,,,,,,,,,,PAMU,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483641,L,,,,,,,,,,,,,,,,,PELI,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483640,L,,,,,,,,,,,,,,,,,SPXX,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483639,L,,,,,,,,,,,,,,,,,ASXX,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483637,L,,,,,,,,,,,,,,,,,ERCO,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483636,L,,,,,,,,,,,,,,,,,THMO,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483635,L,,,,,,,,,,,,,,,,,PEBA,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483634,L,,,,,,,,,,,,,,,,,CAXX2,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483633,L,,,,,,,,,,,,,,,,,LOFO,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483632,L,,,,,,,,,,,,,,,,,AGGL,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483631,L,,,,,,,,,,,,,,,,,SCLI,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483630,L,,,,,,,,,,,,,,,,,BRTE,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483629,L,,,,,,,,,,,,,,,,,CANU,,
PIPO 26,6/8/2009 4:28:57 PM,-2147483628,L,,,,,,,,,,,,,,,,,VETH,,
PIPO 26,5/22/2014 12:46:37 PM,,,,,,,,,,,,,Peach; Byrne,,,,,,,True,
PIPO 26,5/22/2014 12:46:37 PM,-2147483648,L,,,,,,,,,,,,,,,,,VIAM,,
PIPO 26,5/22/2014 12:46:37 PM,-2147483647,L,,,,,,,,,,,,,,,,,TRDU,,
PIPO 26,5/22/2014 12:46:37 PM,-2147483646,L,,,,,,,,,,,,,,,,,TOEX,,
PIPO 26,5/22/2014 12:46:37 PM,-2147483645,L,,,,,,,,,,,,,,,,,CIXX,,
