MacroPlot Name,Date,Index,Transect,Point,TapeDist,Veg,Sub,Comment,UV1,UV2,UV3,NumTran,TranLen,NumPtsTran,PlotType,PtArea,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
PIPO 38,10/13/2007 12:00:00 AM,10,1,10,45,3,4,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,11,2,1,1,0,4,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,12,2,2,5,2,4,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,13,2,3,10,0,2,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,14,2,4,15,0,1,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,15,2,5,20,0,1,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,16,2,6,25,4,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,17,2,7,30,4,4,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,18,2,8,35,3,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,19,2,9,40,0,1,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,20,2,10,45,0,1,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,21,3,1,1,4,3,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,22,3,2,5,5,5,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,23,3,3,10,5,5,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,24,3,4,15,4,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,25,3,5,20,5,5,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,26,3,6,25,1,1,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,27,3,7,30,0,5,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,28,3,8,35,4,3,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,29,3,9,40,4,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,30,3,10,45,2,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,31,4,1,1,0,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,32,4,2,5,5,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,33,4,3,10,3,3,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,34,4,4,15,2,2,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,35,4,5,20,1,1,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,36,4,6,25,0,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,37,4,7,30,0,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,38,4,8,35,3,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,39,4,9,40,0,2,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 38,10/13/2007 12:00:00 AM,40,4,10,45,4,4,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,,,,,,,,,,,4,50,10,Forest,,Brannfors; Brey; Christensen; Tumicki ,Humphrey,,,,,True,
PIPO 39,7/31/2023 12:35:06 PM,1,1,1,1,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,2,1,5,5,3,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,3,1,10,10,3,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,4,1,15,15,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,5,1,20,20,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,6,1,25,25,0,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,7,1,30,30,0,3,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,8,1,35,35,2,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,9,1,40,40,0,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,10,1,45,45,3,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,11,2,1,1,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,12,2,5,5,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,13,2,10,10,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,14,2,15,15,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,15,2,20,20,3,3,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,16,2,25,25,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,17,2,30,30,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,18,2,35,35,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,19,2,40,40,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,20,2,45,45,3,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,21,3,1,1,0,1,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,22,3,5,5,0,1,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,23,3,10,10,0,1,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,24,3,15,15,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,25,3,20,20,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,26,3,25,25,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,27,3,30,30,0,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,28,3,35,35,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,29,3,40,40,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,30,3,45,45,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,31,4,1,1,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,32,4,5,5,0,2,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,33,4,10,10,0,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,34,4,15,15,0,3,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,35,4,20,20,0,3,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,36,4,25,25,0,3,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,37,4,30,30,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,38,4,35,35,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,39,4,40,40,4,4,,,,,,,,,,,,,,,,,
PIPO 39,7/31/2023 12:35:06 PM,40,4,45,45,4,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,,,,,,,,,,,4,50,10,Forest,,Peach; Bunn,,,,,,True,
PIPO 18,11/20/2013 8:19:02 AM,-2147483648,1,,1,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483647,1,,5,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483646,1,,10,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483645,1,,15,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483644,1,,20,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483643,1,,25,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483642,1,,30,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483641,1,,35,3,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483640,1,,40,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483639,1,,45,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483638,2,,1,2,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483637,2,,5,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483636,2,,10,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483635,2,,15,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483634,2,,20,2,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483633,2,,25,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483632,2,,30,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483631,2,,35,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483630,2,,40,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483629,2,,45,2,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483628,3,,1,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483627,3,,5,3,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483626,3,,10,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483625,3,,15,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483624,3,,20,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483623,3,,25,0,0,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483622,3,,30,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483621,3,,35,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483620,3,,40,0,3,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483619,3,,45,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483618,4,,1,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483617,4,,5,0,2,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483616,4,,10,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483615,4,,15,3,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483614,4,,20,3,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483613,4,,25,4,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483612,4,,30,0,4,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483611,4,,35,5,5,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483610,4,,40,5,5,,,,,,,,,,,,,,,,,
PIPO 18,11/20/2013 8:19:02 AM,-2147483609,4,,45,5,5,,,,,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,,,,,,,,,,,4,50,10,Forest,,,,,,,,True,
PIPO 33,11/16/2005 12:00:00 AM,1,1,1,1,4,4,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,2,1,2,5,4,4,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,3,1,3,10,0,4,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,4,1,4,15,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,5,1,5,20,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,6,1,6,25,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,7,1,7,30,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,8,1,8,35,0,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,9,1,9,40,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,10,1,10,45,5,5,From FMH SEVERITY 1062,,, fuel1_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,11,2,1,1,4,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,12,2,2,5,4,4,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,13,2,3,10,3,4,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,14,2,4,15,0,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,15,2,5,20,0,2,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,16,2,6,25,0,1,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,17,2,7,30,0,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,18,2,8,35,0,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,19,2,9,40,0,3,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,20,2,10,45,5,5,From FMH SEVERITY 1062,,, fuel2_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,21,3,1,1,0,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,22,3,2,5,0,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,23,3,3,10,0,2,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,24,3,4,15,3,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,25,3,5,20,4,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,26,3,6,25,4,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,27,3,7,30,4,4,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,28,3,8,35,4,3,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,29,3,9,40,0,2,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,30,3,10,45,0,2,From FMH SEVERITY 1062,,, fuel3_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,31,4,1,1,0,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,32,4,2,5,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,33,4,3,10,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,34,4,4,15,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,35,4,5,20,0,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,36,4,6,25,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,37,4,7,30,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,38,4,8,35,0,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,39,4,9,40,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,11/16/2005 12:00:00 AM,40,4,10,45,5,5,From FMH SEVERITY 1062,,, fuel4_ALL,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,,,,,,,,,,,4,50,10,Forest,,RONSANI,RIOS,,,,,True,
PIPO 33,7/11/2019 11:05:40 AM,-2147483648,1,,1,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483647,1,,5,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483646,1,,10,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483645,1,,15,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483644,1,,20,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483643,1,,25,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483642,1,,30,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483641,1,,35,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483640,1,,40,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483639,1,,45,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483638,2,,1,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483637,2,,5,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483636,2,,10,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483635,2,,15,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483634,2,,20,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483633,2,,25,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483632,2,,30,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483631,2,,35,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483630,2,,40,0,0,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483629,2,,45,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483628,3,,1,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483627,3,,5,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483626,3,,10,0,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483625,3,,15,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483624,3,,20,3,3,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483623,3,,25,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483622,3,,30,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483621,3,,35,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483620,3,,40,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483619,3,,45,0,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483618,4,,1,0,0,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483617,4,,5,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483616,4,,10,4,4,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483615,4,,15,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483614,4,,20,0,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483613,4,,25,0,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483612,4,,30,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483611,4,,35,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483610,4,,40,5,5,,,,,,,,,,,,,,,,,
PIPO 33,7/11/2019 11:05:40 AM,-2147483609,4,,45,5,5,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,,,,,,,,,,,4,50,10,Forest,,,,,,,,True,
PIPO 40,11/9/2009 11:34:29 AM,-2147483648,1,1,1,5,5,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483647,1,2,5,5,5,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483646,1,3,10,5,5,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483645,1,4,15,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483644,1,5,20,0,1,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483643,1,6,25,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483642,1,7,30,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483641,1,8,35,3,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483640,1,9,40,3,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483639,1,10,45,0,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483638,2,1,1,3,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483637,2,2,5,4,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483636,2,3,10,0,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483635,2,4,15,4,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483634,2,5,20,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483633,2,6,25,0,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483632,2,7,30,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483631,2,8,35,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483630,2,9,40,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483629,2,10,45,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483628,3,1,1,2,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483627,3,2,5,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483626,3,3,10,0,4,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483625,3,4,15,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483624,3,5,20,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483623,3,6,25,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483622,3,7,30,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483621,3,8,35,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483620,3,9,40,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483619,3,10,45,0,3,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483618,4,1,1,0,1,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483617,4,2,5,0,2,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483616,4,3,10,0,1,,,,,,,,,,,,,,,,,
PIPO 40,11/9/2009 11:34:29 AM,-2147483615,4,4,15,1,2,,,,,,,,,,,,,,,,,
