MacroPlot.Name,Monitoring.Status,Date,Index,Transect,Point,Tape,Order,Height,CanopyLayer,Status,Comment,UV1,UV2,UV3,NumTran,TranLen,NumPtsTran,Offset,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species.Symbol,Visited,X
PIED 09,02Pre,9/13/2023 11:01:53 PM,212,2,44,13.2,1,0.05,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,213,2,45,13.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,214,2,46,13.8,1,0.05,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,215,2,47,14.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,216,2,48,14.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,217,2,49,14.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,218,2,50,15,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,219,2,51,15.3,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,220,2,52,15.6,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,221,2,53,15.9,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,222,2,54,16.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,223,2,55,16.5,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,224,2,56,16.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,225,2,57,17.1,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,226,2,58,17.4,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,227,2,59,17.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,228,2,60,18,1,0.25,,L,,,,,,,,,,,,,,,ARTR,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,229,2,61,18.3,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,230,2,62,18.6,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,231,2,63,18.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,232,2,64,19.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,233,2,65,19.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,234,2,66,19.8,1,0.25,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,235,2,66,19.8,2,,,L,,,,,,,,,,,,,,,BOGR,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,236,2,67,20.1,1,0.25,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,237,2,68,20.4,1,0.25,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,238,2,69,20.7,1,0.1,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,239,2,70,21,1,0.25,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,240,2,71,21.3,1,0.15,,L,,,,,,,,,,,,,,,QUGA,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,241,2,72,21.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,242,2,73,21.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,243,2,74,22.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,244,2,75,22.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,245,2,76,22.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,246,2,77,23.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,247,2,78,23.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,248,2,79,23.7,1,,,D,,,,,,,,,,,,,,,WOOD,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,249,2,80,24,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,250,2,81,24.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,251,2,82,24.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,252,2,83,24.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,253,2,84,25.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,254,2,85,25.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,255,2,86,25.8,1,0.15,,L,,,,,,,,,,,,,,,BOGR,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,256,2,87,26.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,257,2,88,26.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,258,2,89,26.7,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,259,2,90,27,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,260,2,91,27.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,261,2,92,27.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,262,2,93,27.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,263,2,94,28.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,264,2,95,28.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,265,2,96,28.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,266,2,97,29.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,267,2,98,29.4,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,268,2,99,29.7,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,269,2,100,30,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,270,2,101,30.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,271,2,102,30.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,272,2,103,30.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,273,2,104,31.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,274,2,105,31.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,275,2,106,31.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,276,2,107,32.1,1,0.1,,L,,,,,,,,,,,,,,,DYGR,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,277,2,108,32.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,278,2,109,32.7,1,0.1,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,279,2,110,33,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,280,2,111,33.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,281,2,112,33.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,282,2,113,33.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,283,2,114,34.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,284,2,115,34.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,285,2,116,34.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,286,2,117,35.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,287,2,118,35.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,288,2,119,35.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,289,2,120,36,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,290,2,121,36.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,291,2,122,36.6,1,,,D,,,,,,,,,,,,,,,SCAT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,292,2,123,36.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,293,2,124,37.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,294,2,125,37.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,295,2,126,37.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,296,2,127,38.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,297,2,128,38.4,1,0.05,,L,,,,,,,,,,,,,,,BOGR,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,298,2,129,38.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,299,2,130,39,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,300,2,131,39.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,301,2,132,39.6,1,,,D,,,,,,,,,,,,,,,DUFF,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,302,2,133,39.9,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,303,2,134,40.2,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,304,2,135,40.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,305,2,136,40.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,306,2,137,41.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,307,2,138,41.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,308,2,139,41.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,309,2,140,42,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,310,2,141,42.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,311,2,142,42.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,312,2,143,42.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,313,2,144,43.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,314,2,145,43.5,1,0.15,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,315,2,146,43.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,316,2,147,44.1,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,317,2,148,44.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,318,2,149,44.7,1,0.05,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,319,2,150,45,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,320,2,151,45.3,1,0.05,,L,,,,,,,,,,,,,,,POFE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,321,2,152,45.6,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,322,2,153,45.9,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,323,2,154,46.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,324,2,155,46.5,1,,,D,,,,,,,,,,,,,,,BARE,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,325,2,156,46.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,326,2,157,47.1,1,,,D,,,,,,,,,,,,,,,WOOD,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,327,2,158,47.4,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,328,2,159,47.7,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,329,2,160,48,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,330,2,161,48.3,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,331,2,162,48.6,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,332,2,163,48.9,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,333,2,164,49.2,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,334,2,165,49.5,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,02Pre,9/13/2023 11:01:53 PM,335,2,166,49.8,1,,,D,,,,,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,,,,,,,,,,,,,2,50,166,0,,,,,,,,True,
PIED 09,Pre,10/9/1992 12:00:00 AM,1,1,1,0.3,1,0.4,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,ARTR,,
PIED 09,Pre,10/9/1992 12:00:00 AM,2,1,1,0.3,2,,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,3,1,2,0.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,4,1,3,0.9,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,MOSS,,
PIED 09,Pre,10/9/1992 12:00:00 AM,5,1,4,1.2,1,0.2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,ARTR,,
PIED 09,Pre,10/9/1992 12:00:00 AM,6,1,5,1.5,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,7,1,6,1.8,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,MOSS,,
PIED 09,Pre,10/9/1992 12:00:00 AM,8,1,7,2.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,9,1,8,2.4,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,10,1,9,2.7,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,11,1,10,3,1,0.2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,12,1,11,3.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,13,1,12,3.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,14,1,13,3.9,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,15,1,14,4.2,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,16,1,15,4.5,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,17,1,16,4.8,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,18,1,17,5.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,19,1,18,5.4,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,MOSS,,
PIED 09,Pre,10/9/1992 12:00:00 AM,20,1,19,5.7,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,21,1,20,6,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,22,1,21,6.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,23,1,22,6.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,24,1,23,6.9,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,25,1,24,7.2,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,26,1,25,7.5,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,CAXX,,
PIED 09,Pre,10/9/1992 12:00:00 AM,27,1,26,7.8,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,28,1,27,8.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,29,1,28,8.4,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,30,1,29,8.7,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,31,1,30,9,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,32,1,31,9.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,33,1,32,9.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,34,1,33,9.9,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,35,1,34,10.2,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,36,1,35,10.5,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,37,1,36,10.8,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,38,1,37,11.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,39,1,38,11.4,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,40,1,39,11.7,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,41,1,40,12,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,42,1,41,12.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,43,1,42,12.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,44,1,43,12.9,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,45,1,44,13.2,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,46,1,45,13.5,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,47,1,46,13.8,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,48,1,47,14.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,49,1,48,14.4,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,50,1,49,14.7,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,51,1,50,15,1,0.2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,ARTR,,
PIED 09,Pre,10/9/1992 12:00:00 AM,52,1,51,15.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,53,1,52,15.6,1,0.2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,ARTR,,
PIED 09,Pre,10/9/1992 12:00:00 AM,54,1,53,15.9,1,0.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,ARTR,,
PIED 09,Pre,10/9/1992 12:00:00 AM,55,1,54,16.2,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,56,1,55,16.5,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,57,1,56,16.8,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,58,1,57,17.1,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,LITT,,
PIED 09,Pre,10/9/1992 12:00:00 AM,59,1,58,17.4,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,BARE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,60,1,59,17.7,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,61,1,60,18,1,0,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,62,1,61,18.3,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,63,1,62,18.6,1,,,D,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,WOOD,,
PIED 09,Pre,10/9/1992 12:00:00 AM,64,1,63,18.9,1,0.4,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,PUST,,
PIED 09,Pre,10/9/1992 12:00:00 AM,65,1,64,19.2,1,2.1,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,PUST,,
PIED 09,Pre,10/9/1992 12:00:00 AM,66,1,64,19.2,2,,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
PIED 09,Pre,10/9/1992 12:00:00 AM,67,1,65,19.5,1,2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,PUST,,
PIED 09,Pre,10/9/1992 12:00:00 AM,68,1,66,19.8,1,2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,PUST,,
PIED 09,Pre,10/9/1992 12:00:00 AM,69,1,67,20.1,1,2.2,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,PUST,,
PIED 09,Pre,10/9/1992 12:00:00 AM,70,1,67,20.1,2,,,L,From FMH TRANSECT 1059,,, tranq4_ALL,,,,,,,,,,,POFE,,
